raw_offset,rva,slot,budget,src_len,target_len,fits,src,target,context,note
0x488EC8,0x489AC8,32,31,30,23,True,"テキストプレビュー。",".ﺺﻨﻟﺍ ﺽﺮﻋ","Text preview","Japanese slot; Arabic-B logical='عرض النص.'"
0x4987D0,0x4993D0,8,7,6,4,True,"なし","None","None value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x4990B8,0x499CB8,48,47,44,18,True," ダイアログの初期カーソル位置 ","ﺮﺷﺆﻤﻟﺍ","Initial cursor label","Japanese slot; Arabic-B logical='المؤشر'"
0x4990E8,0x499CE8,28,27,27,18,True,"コントローラの振動","ﺯﺍﺰﺘﻫﺍ","Controller rumble label","Japanese slot; Arabic-B logical='اهتزاز'"
0x49910C,0x499D0C,12,11,6,6,True,"基本","ﺱﺃ","Basic tab","Japanese slot; Arabic-B logical='أس'"
0x499118,0x499D18,16,15,9,4,True,"非表示","Hide","Shortcut menu hide","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='إخف'"
0x499158,0x499D58,8,7,6,4,True,"表示","Show","Shortcut menu display","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='عر'"
0x499160,0x499D60,36,35,33,15,True,"ショートカットメニュー","ﺔﻤﺋﺎﻗ","Shortcut menu","Japanese slot; Arabic-B logical='قائمة'"
0x4991C8,0x499DC8,16,15,12,4,True,"既読のみ","Read","Skip read only","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='مقروء'"
0x4991D8,0x499DD8,16,15,9,3,True,"すべて","All","Skip all","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='كل'"
0x499210,0x499E10,12,11,9,6,True,"早送り","ﺦﺗ","Skip","Japanese slot; Arabic-B logical='تخ'"
0x49921C,0x499E1C,4,3,3,2,True,"下","DN","Down value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ت'"
0x499228,0x499E28,8,7,6,6,True,"下部","Bottom","Choices bottom","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='أس'"
0x499240,0x499E40,8,7,6,6,True,"中央","Center","Choices center","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='وس'"
0x499260,0x499E60,24,23,18,12,True,"選択肢の位置","ﻥﺎﻜﻣ","Choices position","Japanese slot; Arabic-B logical='مكان'"
0x499278,0x499E78,40,39,36,4,True,"メッセージ送りで停止する","Stop","Voice stop on message","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='قف'"
0x499300,0x499F00,32,31,29,7,True,"　　 停止しない 　　","No stop","Voice no stops","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا توقف'"
0x499348,0x499F48,16,15,12,3,True,"　オフ　","Off","Off value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x499360,0x499F60,16,15,12,2,True,"　オン　","On","On value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='نعم'"
0x499370,0x499F70,16,15,12,15,True,"日付表示","ﺦﻳﺭﺎﺗ","Display date","Japanese slot; Arabic-B logical='تاريخ'"
0x4993C0,0x499FC0,32,31,27,3,True,"「はい」に合わせる","Yes","Initial cursor yes","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='نعم'"
0x4993E0,0x499FE0,32,31,30,2,True,"「いいえ」に合わせる","No","Initial cursor no","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x49947C,0x49A07C,4,3,3,3,True,"弱","Low","Rumble min","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ض'"
0x499484,0x49A084,4,3,3,3,True,"中","Mid","Rumble mid","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='و'"
0x49948C,0x49A08C,4,3,3,2,True,"強","Hi","Rumble max","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ق'"
0x4999C0,0x49A5C0,12,11,9,9,True,"タッチ","ﺲﻤﻟ","Touch tab","Japanese slot; Arabic-B logical='لمس'"
0x4999D8,0x49A5D8,12,11,9,6,True,"早戻し","ﺝﺭ","Touch rewind","Japanese slot; Arabic-B logical='رج'"
0x499A08,0x49A608,32,31,24,12,True,"ジャンプ（送り）","ﻡﺪﻘﺗ","Touch jump forward","Japanese slot; Arabic-B logical='تقدم'"
0x499A28,0x49A628,32,31,24,12,True,"ジャンプ（戻し）","ﻉﻮﺟﺭ","Touch jump backward","Japanese slot; Arabic-B logical='رجوع'"
0x49A4B0,0x49B0B0,16,15,13,6,True,"テキスト1","ﺺﻧ","Text1 tab","Japanese slot; Arabic-B logical='نص'"
0x49A49C,0x49B09C,4,3,3,1,True,"橙","O","Orange color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ب'"
0x49A4A0,0x49B0A0,4,3,3,1,True,"黄","Y","Yellow color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ص'"
0x49A4E4,0x49B0E4,12,11,6,9,True,"言語","ﺔﻐﻟ","Language","Japanese slot; Arabic-B logical='لغة'"
0x49A4F0,0x49B0F0,16,15,14,5,True," ゴシック ","Font1","Font family value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خط1'"
0x49A508,0x49B108,24,23,17,5,True," 丸ゴシック ","Font2","Font family value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خط2'"
0x49A528,0x49B128,24,23,20,5,True," 太丸ゴシック ","Font3","Font family value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خط3'"
0x49A548,0x49B148,16,15,8,5,True," 明朝 ","Font4","Font family value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خط4'"
0x49A560,0x49B160,12,11,11,5,True," モダン ","Font5","Font family value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خط5'"
0x49A578,0x49B178,16,15,12,6,True,"フォント","ﻂﺧ","Font","Japanese slot; Arabic-B logical='خط'"
0x49A5B8,0x49B1B8,12,11,9,6,True,"不透明","Opaque","Opaque value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='صلب'"
0x49A5CC,0x49B1CC,8,7,6,5,True,"透明","Trans","Transparent value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='شف'"
0x49A5E0,0x49B1E0,28,27,24,18,True,"ウィンドウ透明度","ﺔﻴﻓﺎﻔﺷ","Window transparency","Japanese slot; Arabic-B logical='شفافية'"
0x49A640,0x49B240,24,23,21,12,True,"選択肢のみオン","ﺭﺎﻴﺧ","Only choices","Japanese slot; Arabic-B logical='خيار'"
0x49A698,0x49B298,20,19,18,9,True,"既読の色表示","ﻥﻮﻟ","Read text color","Japanese slot; Arabic-B logical='لون'"
0x49A6AC,0x49B2AC,4,3,3,1,True,"緑","G","Green color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='خ'"
0x49A6E0,0x49B2E0,4,3,3,1,True,"青","B","Blue color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ز'"
0x49A6E4,0x49B2E4,4,3,3,1,True,"紫","P","Purple color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ب'"
0x49A6EC,0x49B2EC,4,3,3,1,True,"赤","R","Red color value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ح'"
0x49A710,0x49B310,16,15,9,9,True,"既読色","ﻥﻮﻟ","Read color short","Japanese slot; Arabic-B logical='لون'"
0x49AA38,0x49B638,24,23,21,18,True,"文字数待機時間","ﺭﺎﻈﺘﻧﺍ","Wait per character","Japanese slot; Arabic-B logical='انتظار'"
0x49AAC8,0x49B6C8,16,15,13,6,True,"テキスト2","ﺺﻧ","Text2 tab","Japanese slot; Arabic-B logical='نص'"
0x49AAD8,0x49B6D8,8,7,6,4,True,"遅い","Slow","Slow","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='بط'"
0x49AAFC,0x49B6FC,12,11,6,4,True,"速い","Fast","Fast","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='سر'"
0x49AB08,0x49B708,20,19,18,12,True,"文字表示速度","ﺔﻋﺮﺳ","Text speed","Japanese slot; Arabic-B logical='سرعة'"
0x49AB50,0x49B750,16,15,11,7,True,"0秒/文字","0s/char","Text speed value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='0ث/حرف'"
0x49AB60,0x49B760,16,15,13,7,True,"0.2秒/文字","0.2s/ch","Text speed value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='0.2ث/ح'"
0x49ABD0,0x49B7D0,8,7,4,2,True,"0秒","0s","Wait value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='0ث'"
0x49ABE0,0x49B7E0,8,7,4,2,True,"1秒","1s","Wait value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='1ث'"
0x49ABF0,0x49B7F0,8,7,4,2,True,"2秒","2s","Wait value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='2ث'"
0x49AC00,0x49B800,8,7,4,2,True,"3秒","3s","Wait value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='3ث'"
0x49AC18,0x49B818,24,23,18,12,True,"固定待機時間","ﺔﻠﻬﻣ","Base wait time","Japanese slot; Arabic-B logical='مهلة'"
0x49AC30,0x49B830,16,15,12,9,True,"サウンド","ﺕﻮﺻ","Sound tab","Japanese slot; Arabic-B logical='صوت'"
0x49AC54,0x49B854,8,7,6,6,True,"音量","ﺖﺻ","Volume","Japanese slot; Arabic-B logical='صت'"
0x49AC78,0x49B878,24,23,18,9,True,"マスター音量","ﻡﺎﻋ","Master volume","Japanese slot; Arabic-B logical='عام'"
0x49AC90,0x49B890,16,15,9,6,True,"ボイス","ﺖﺻ","Voice volume","Japanese slot; Arabic-B logical='صت'"
0x49ACC8,0x49B8C8,16,15,9,3,True,"効果音","SFX","SFX value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='اثر'"
0x49ACD8,0x49B8D8,16,15,15,12,True,"システム音","ﻡﺎﻈﻧ","System sound","Japanese slot; Arabic-B logical='نظام'"
0x49ADB0,0x49B9B0,16,15,15,9,True,"キーボード","ﺡﻮﻟ","Keyboard tab","Japanese slot; Arabic-B logical='لوح'"
0x49ADC0,0x49B9C0,20,19,18,4,True,"押している間","Hold","While pressed","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ضغط'"
0x49AE10,0x49BA10,16,15,15,6,True,"開始／解除","Toggle","Start stop","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='بدء'"
0x49AE20,0x49BA20,24,23,19,4,True,"Cキー (早送り)","Skip","C skip","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='تخطي'"
0x49AE78,0x49BA78,24,23,19,6,True,"Zキー (早戻し)","Rewind","Z rewind","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='رجوع'"
0x49AE90,0x49BA90,16,15,12,3,True,"　無効　","Off","Disable","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x49AEE0,0x49BAE0,24,23,21,6,True,"クイックセーブ","Q.Save","Quick save","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='حفظ'"
0x49AEF8,0x49BAF8,8,7,7,1,True,"Sキー","S","S key value","Japanese slot; Arabic-B logical='S'"
0x49AF30,0x49BB30,24,23,21,6,True,"クイックロード","Q.Load","Quick load","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='تحميل'"
0x49AF48,0x49BB48,24,23,18,4,True,"言語切り替え","Lang","Switch language","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لغة'"
0x49AF98,0x49BB98,8,7,7,1,True,"Lキー","L","L key value","Japanese slot; Arabic-B logical='L'"
0x49AFA0,0x49BBA0,8,7,6,3,True,"無効","Off","Disable value","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x49AFB0,0x49BBB0,16,15,15,2,True,"方向キー上","Up","Up arrow","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='فوق'"
0x49AFF0,0x49BBF0,32,31,27,3,True,"左ボタン＋右ボタン","L+R","Left and right button","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='يسار يم'"
0x49B010,0x49BC10,28,27,24,9,True,"ジェスチャー操作","ﺲﻤﻟ","Gestures","Japanese slot; Arabic-B logical='لمس'"
0x49B038,0x49BC38,16,15,9,9,True,"マウス","ﺭﺄﻓ","Mouse tab","Japanese slot; Arabic-B logical='فأر'"
0x49B048,0x49BC48,28,27,24,6,True,"システムメニュー","System","System menu","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='نظام'"
0x49B0A0,0x49BCA0,32,31,24,4,True,"ウィンドウ非表示","Hide","Hide window","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='إخفاء'"
0x49B0C0,0x49BCC0,16,15,12,5,True,"右ボタン","Right","Right button","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='يمين'"
0x49B138,0x49BD38,24,23,21,5,True,"ホイールボタン","Wheel","Wheel button","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='عجلة'"
0x49B150,0x49BD50,16,15,12,4,True,"１つ戻し","Back","Rewind once","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='رجوع'"
0x49B1A0,0x49BDA0,24,23,21,8,True,"ホイール上方向","Wheel Up","Wheel up","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='فوق'"
0x49B1B8,0x49BDB8,16,15,12,7,True,"１つ送り","Forward","Forward once","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='تقدم'"
0x49B210,0x49BE10,24,23,21,10,True,"ホイール下方向","Wheel Down","Wheel down","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='تحت'"
0x49B228,0x49BE28,40,39,36,9,True,"ジャンプとページ切り替え","Jump/Page","Jump and switch pages","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='صفحات'"
0x49B2B0,0x49BEB0,28,27,24,6,True,"戻る／進むボタン","Return","Return proceed button","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='موافقة'"
0x49B2CC,0x49BECC,12,11,6,2,True,"あり","On","Enable","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='فعل'"
0x49B338,0x49BF38,24,23,16,4,True,"     なし     ","None","Disable padded","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='لا'"
0x49B368,0x49BF68,32,31,27,6,True,"ダイアログと選択肢","Dialog","Dialog and choices","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='حوار'"
0x49B388,0x49BF88,32,31,30,7,True,"ポインターの自動移動","Pointer","Snap pointer","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='مؤشر'"
0x49B718,0x49C318,32,31,24,9,True,"ウィンドウサイズ","ﻢﺠﺣ","Window size","Japanese slot; Arabic-B logical='حجم'"
0x49B738,0x49C338,16,15,15,9,True,"画面モード","ﻊﺿﻭ","Screen mode","Japanese slot; Arabic-B logical='وضع'"
0x49B778,0x49C378,16,15,12,9,True,"システム","ﻢﻈﻧ","System tab","Japanese slot; Arabic-B logical='نظم'"
0x49B788,0x49C388,16,15,15,6,True,"ウィンドウ","Window","Window","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='نافذة'"
0x49B7C8,0x49C3C8,24,23,21,4,True,"フルスクリーン","Full","Full screen","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='ملء'"
0x49B800,0x49C400,8,7,6,4,True,"自動","Auto","Auto","Japanese slot; ASCII fallback for menu font-size test; Arabic-B logical='آل'"
0x487460,0x488060,16,15,12,7,True,"简体中文","Chinese","Language switcher Chinese label","ASCII fallback"
0x487E90,0x488A90,32,31,24,15,True,"ロードしますか？","Load this save?","Load prompt","ASCII fallback"
0x488060,0x488C60,32,31,24,10,True,"セーブしますか？","Save data?","Save prompt","ASCII fallback"
0x4880A8,0x488CA8,32,31,24,10,True,"上書きしますか？","Overwrite?","Overwrite prompt","ASCII fallback"
0x488290,0x488E90,40,39,33,14,True,"セーブが完了しました。","Save complete.","Save completed prompt","ASCII fallback"
0x4882D8,0x488ED8,24,23,21,12,True,"削除しますか？","Delete data?","Delete prompt","ASCII fallback"
0x488330,0x488F30,32,31,24,14,True,"削除できません。","Cannot delete.","Delete error","ASCII fallback"
0x488378,0x488F78,40,39,33,15,True,"メニューに戻りますか？","Return to menu?","Return menu prompt","ASCII fallback"
0x4883D0,0x488FD0,40,39,39,16,True,"タイトル画面に戻りますか？","Return to title?","Return title prompt","ASCII fallback"
0x488438,0x489038,56,55,51,16,True,"このページを初期設定に戻しますか？","Reset this page?","Reset page prompt","ASCII fallback"
0x488540,0x489140,48,47,45,20,True,"次の選択肢へジャンプしますか？","Jump to next choice?","Jump choice prompt","ASCII fallback"
0x4885B8,0x4891B8,56,55,51,21,True,"次のチャプターへジャンプしますか？","Jump to next chapter?","Jump chapter prompt","ASCII fallback"
0x488640,0x489240,80,79,72,28,True,"次のチャプターまたは選択肢までジャンプしますか？","Jump to next chapter/choice?","Jump chapter choice prompt","ASCII fallback"
0x4886F0,0x4892F0,40,39,33,25,True,"次の選択肢へジャンプ...","Jumping to next choice...","Jumping choice status","ASCII fallback"
0x488758,0x489358,40,39,39,26,True,"次のチャプターへジャンプ...","Jumping to next chapter...","Jumping chapter status","ASCII fallback"
0x488798,0x489398,40,39,30,10,True,"＿＿ジャンプ中...＿＿","Jumping...","Jumping status","ASCII fallback"
0x4887C0,0x4893C0,96,95,94,44,True,"$A1未読のテキストがあるため、
その位置でジャンプを停止しました。","$A1Unread text found.
$A1Jump stopped there.","Unread jump stop","ASCII fallback"
0x488880,0x489480,56,55,49,24,True,"1つ前の選択肢にジャンプしますか？","Jump to previous choice?","Previous choice prompt","ASCII fallback"
0x488908,0x489508,64,63,60,22,True,"このチャプターの先頭にジャンプしますか？","Jump to chapter start?","Chapter start prompt","ASCII fallback"
0x4889A8,0x4895A8,56,55,55,25,True,"1つ前のチャプターにジャンプしますか？","Jump to previous chapter?","Previous chapter prompt","ASCII fallback"
0x488A30,0x489630,56,55,48,19,True,"ゲームの先頭にジャンプしますか？","Jump to game start?","Game start prompt","ASCII fallback"
0x495B80,0x496780,96,95,91,41,True,"$A1セーブしていないデータがあります。
$A1ゲームを終了しますか？","$A1Unsaved data exists.
$A1Quit the game?","Quit prompt unsaved","ASCII fallback"
0x495BE0,0x4967E0,40,39,33,14,True,"ゲームを終了しますか？","Quit the game?","Quit prompt","ASCII fallback"
0x4969B0,0x4975B0,48,47,43,27,True,"全セーブデータの削除
＿終了＿","Delete all save data
_Quit_","Cloud delete menu","ASCII fallback"
0x496AC0,0x4976C0,184,183,181,109,True,"$A1システムデータを含む全セーブデータをクラウド上から削除し、
$A1ゲームを初期状態に戻しますか？（削除すると元に戻せません）","$A1Delete all save data, including system data, from the cloud?
$A1This resets the game and cannot be undone.","Cloud delete confirmation","ASCII fallback"
0x496B78,0x497778,40,39,33,21,True,"セーブデータの削除中…","Deleting save data...","Save delete progress","ASCII fallback"
0x496C88,0x497888,32,31,30,16,True,"削除が完了しました。","Delete complete.","Delete complete","ASCII fallback"
0x496CA8,0x4978A8,48,47,45,19,True,"システムデータを削除しますか？","Delete system data?","System data delete prompt","ASCII fallback"
0x496D58,0x497958,40,39,36,23,True,"システムデータの削除中…","Deleting system data...","System data delete progress","ASCII fallback"
0x496DF0,0x4979F0,72,71,66,23,True,"全ての実績をリセットします。よろしいですか？","Reset all achievements?","Achievement reset prompt","ASCII fallback"
0x496E68,0x497A68,56,55,48,16,True,"スクリプトを再読み込みしました。","Script reloaded.","Script reload message","ASCII fallback"
0x488F10,0x489B10,88,87,84,34,True,"$A1言語切り替えで使用する言語にチェックを入れてください。","$A1Select languages for switching.","Language tooltip","ASCII fallback"
0x488FC8,0x489BC8,64,63,57,28,True,"文字表示速度などの設定が反映されます。","Text settings are previewed.","Text preview tooltip","ASCII fallback"
0x489070,0x489C70,112,111,99,44,True,"サウンドAPIはゲームをいったん終了し、再度開始すると切り替わります。","Restart the game to apply Sound API changes.","Sound API tooltip","ASCII fallback"
0x4994B0,0x49A0B0,208,207,204,97,True,"【ボイス再生】「停止しない」にすると、音声再生中にメッセージを送っても音声が流れ続けます。（次のメッセージに音声がある場合は停止します）","Voice: with No stop, voice keeps playing when text advances. It stops if the next line has voice.","Voice tooltip","ASCII fallback"
0x499760,0x49A360,160,159,144,58,True,"【ダイアログの初期カーソル位置】確認用の小ウィンドウが開いた時のカーソルの初期位置を設定します。","Initial cursor: sets the default choice in Yes/No windows.","Initial cursor tooltip","ASCII fallback"
0x499800,0x49A400,144,143,129,57,True,"【コントローラの振動】コントローラを接続すると、コントローラの振動機能が使用できます。","Controller rumble: connect a controller to use vibration.","Controller rumble tooltip","ASCII fallback"
0x499AE0,0x49A6E0,144,143,133,83,True,"メッセージウィンドウ内でドラッグすると早送り。
フリックすると自動早送り（タップで解除）。","Drag inside the message window to skip forward.
Flick for auto-skip; tap to cancel.","Touch skip tooltip","ASCII fallback"
0x499B70,0x49A770,144,143,133,79,True,"メッセージウィンドウ内でドラッグすると早戻し。
フリックすると自動早戻し（タップで解除）。","Drag inside the message window to rewind.
Flick for auto-rewind; tap to cancel.","Touch rewind tooltip","ASCII fallback"
0x499D80,0x49A980,160,159,156,92,True,"メッセージウィンドウ外でフリックすると「次の選択肢／チャプター」もしくは「既読部分の最後」までジャンプ。","Flick outside the message window to jump to the next choice/chapter or the end of read text.","Touch jump next tooltip","ASCII fallback"
0x499E20,0x49AA20,128,127,120,72,True,"メッセージウィンドウ外でフリックすると「直前の選択肢／チャプター」までジャンプ。","Flick outside the message window to jump to the previous choice/chapter.","Touch jump previous tooltip","ASCII fallback"
0x49A030,0x49AC30,160,159,144,81,True,"メッセージウィンドウ外でフリックすると「次のチャプター」もしくは「既読部分の最後」までジャンプ。","Flick outside the message window to jump to the next chapter or end of read text.","Touch next chapter tooltip","ASCII fallback"
0x49A0D0,0x49ACD0,112,111,108,65,True,"メッセージウィンドウ外でフリックすると「直前のチャプター」までジャンプ。","Flick outside the message window to jump to the previous chapter.","Touch previous chapter tooltip","ASCII fallback"
0x49A2B0,0x49AEB0,144,143,138,80,True,"メッセージウィンドウ外でフリックすると「次の選択肢」もしくは「既読部分の最後」までジャンプ。","Flick outside the message window to jump to the next choice or end of read text.","Touch next choice tooltip","ASCII fallback"
0x49A340,0x49AF40,112,111,102,64,True,"メッセージウィンドウ外でフリックすると「直前の選択肢」までジャンプ。","Flick outside the message window to jump to the previous choice.","Touch previous choice tooltip","ASCII fallback"
0x49A720,0x49B320,224,223,219,93,True,"【文字数待機時間】オートモードの時、全メッセージが表示されてから、次のメッセージに進むまでの待ち時間を、メッセージの文字数に合わせて設定できます。","Wait per character: in auto mode, sets the wait before the next message based on text length.","Wait per character tooltip","ASCII fallback"
0x49A9C0,0x49B5C0,120,119,114,56,True,"【固定待機時間】「文字数待機時間」に追加する固定的な待ち時間を設定できます。","Base wait time: adds a fixed wait to wait per character.","Base wait tooltip","ASCII fallback"
0x49B450,0x49C050,176,175,171,78,True,"【ジェスチャー操作】左ボタンを押しながら、ゲーム画面上でマウスポインターを動かすと「タッチ」と同じ操作ができます。","Gestures: move the mouse while holding left click to use touch-style controls.","Gestures tooltip","ASCII fallback"
0x49B500,0x49C100,192,191,183,76,True,"【左ボタン＋右ボタン】左ボタンを押しながら右ボタンを押すと、テキストの表示言語が切り替わります（日本語／英語／簡体中文）。","Left+Right Click: hold left click, then right click to switch text language.","Left/right click tooltip","ASCII fallback"
0x49B9A0,0x49C5A0,336,335,323,138,True,"「自動」にすると、Windowsの「ディスプレイ」設定に基づいた表示スケールでウィンドウを開きます。
「％」指定は、標準サイズ（%d×%dピクセル）に対しての拡大・縮小表示を行います。（ディスプレイの解像度を超えた拡大はできません）","Auto uses the Windows display scale.
Percent values resize from the default %d x %d pixels. Scaling cannot exceed your display resolution.","System scale tooltip","ASCII fallback"
